"";"dpt";"idcar_200m";"idcar_1km";"idcar_nat";"i_est_200";"i_est_1km";"lcog_geo";"ind";"men";"men_pauv";"men_1ind";"men_5ind";"men_prop";"men_fmp";"ind_snv";"men_surf";"men_coll";"men_mais";"log_av45";"log_45_70";"log_70_90";"log_ap90";"log_inc";"log_soc";"ind_0_3";"ind_4_5";"ind_6_10";"ind_11_17";"ind_18_24";"ind_25_39";"ind_40_54";"ind_55_64";"ind_65_79";"ind_80p"
"1820736";"92";"CRS3035RES200mN2881400E3750600";"CRS3035RES1000mN2881000E3750000";"CRS3035RES1000mN2881000E3750000";1;0;"920237864091064";7;3,3;1;1,7;0,2;1,2;0,2;170539,1;164,5;2,4;0,9;2,6;0,7;0;0;0;0;0,3;0,2;0;0,3;0,9;2,1;1,6;0,5;0,9;0,2
"1820739";"92";"CRS3035RES200mN2881400E3751400";"CRS3035RES1000mN2881000E3751000";"CRS3035RES1000mN2881000E3751000";1;0;"920239201992060";39,5;15,7;3,6;4,3;0;6,4;1,4;1132179;1213,5;5;10,7;7,1;1,4;1,5;5,7;0;0;1,1;0;1,4;3,6;2,1;7,8;5,7;10;5;2,8
"1821540";"92";"CRS3035RES200mN2881600E3750600";"CRS3035RES1000mN2881000E3750000";"CRS3035RES1000mN2881000E3750000";0;0;"92023";158,5;66;10;17;5;53;9;5422818,2;5619;13;53;23;21;11;11;0;0;6;1;13;8,5;13;27;28;24;20;18
"1821541";"92";"CRS3035RES200mN2881600E3750800";"CRS3035RES1000mN2881000E3750000";"CRS3035RES1000mN2881000E3750000";0;0;"92023";169,5;68;2;13;5;53;9;5278450,7;5969;10;58;21;28;13;4;2;0;4;3;10;11,5;13;19;37;21;39;12
"1821542";"92";"CRS3035RES200mN2881600E3751000";"CRS3035RES1000mN2881000E3751000";"CRS3035RES1000mN2881000E3751000";0;0;"92023";215;90;3;27;6;69;7;7060681,5;7329;63;27;10;26;50;4;0;0;5;4,5;18,5;16;13;28;44;23;51;12
"1821543";"92";"CRS3035RES200mN2881600E3751200";"CRS3035RES1000mN2881000E3751000";"CRS3035RES1000mN2881000E3751000";0;0;"92023";110,5;51;9;20;2;19;6;2836201,8;3088;32;19;21;4;14;12;0;0;6;1;6;5,5;10;36;25;11;9;1
"1821544";"92";"CRS3035RES200mN2881600E3751400";"CRS3035RES1000mN2881000E3751000";"CRS3035RES1000mN2881000E3751000";0;0;"92023";129;49;13;12;5;29;6;3082233,9;4007;14;35;15;13;9;12;0;0;9,5;1;9;11,5;15;26;28;5;18;6
"1822389";"92";"CRS3035RES200mN2881800E3750600";"CRS3035RES1000mN2881000E3750000";"CRS3035RES1000mN2881000E3750000";0;0;"92023";320,5;127;7;28;13;110;16;10327471;11109;27;100;58;27;22;20;0;0;6;5;14,5;29;31;42;72;52;46;23
"1822390";"92";"CRS3035RES200mN2881800E3750800";"CRS3035RES1000mN2881000E3750000";"CRS3035RES1000mN2881000E3750000";0;0;"92023";257;93;10;16;10;75;3;8226615,5;8620;18;75;24;22;30;16;1;0;8;5;14,5;27;18,5;46;56;45;23;13
"1822391";"92";"CRS3035RES200mN2881800E3751000";"CRS3035RES1000mN2881000E3751000";"CRS3035RES1000mN2881000E3751000";0;0;"92023";185;74;6;23;9;64;4;6082600;6882;5;69;27;19;13;15;0;0;11;2;4;28;10;22;43;21;28;16
"1822392";"92";"CRS3035RES200mN2881800E3751200";"CRS3035RES1000mN2881000E3751000";"CRS3035RES1000mN2881000E3751000";0;0;"92023";213,5;90;4;22;6;74;7;7214051,9;8618;18;72;22;32;24;12;0;0;4;4;8;17,5;15;34;34;36;38;21
"1822393";"92";"CRS3035RES200mN2881800E3751400";"CRS3035RES1000mN2881000E3751000";"CRS3035RES1000mN2881000E3751000";0;0;"92023";176;60;11;15;10;45;4;5664786,8;5489;13;47;27;16;6;11;0;1;7;5;11;18;17;30;38;21;23;6
"1822394";"92";"CRS3035RES200mN2881800E3751600";"CRS3035RES1000mN2881000E3751000";"CRS3035RES1000mN2881000E3751000";0;0;"9202392060";183;87;10;37;4;31;6;5046569,8;5140;81;6;18;3;0;63;3;0;17;6;11;6;17;90;19;10;6;1
"1823265";"92";"CRS3035RES200mN2882000E3750600";"CRS3035RES1000mN2882000E3750000";"CRS3035RES2000mN2882000E3750000";0;1;"920237864092048";215;97;11;45;8;73;5;6473172,7;7205;44;53;38;42;9;8;0;0;9;7;9;24;11;47;46;30;21;11
"1823266";"92";"CRS3035RES200mN2882000E3750800";"CRS3035RES1000mN2882000E3750000";"CRS3035RES2000mN2882000E3750000";1;1;"9202392048";19;7;0,3;1;0,7;4,7;1;626997,2;646;1,7;5,3;4;1,7;1;0,3;0;0,3;1;0,3;1,3;2;0,4;3;3,7;2,7;3,3;1,3
"1823267";"92";"CRS3035RES200mN2882000E3751200";"CRS3035RES1000mN2882000E3751000";"CRS3035RES2000mN2882000E3750000";0;0;"92023";180,5;69;4;20;10;60;2;5782437,6;6242;13;56;28;19;13;9;0;0;4;1;6,5;14;23;22;41;28;31;10
"1823268";"92";"CRS3035RES200mN2882000E3751400";"CRS3035RES1000mN2882000E3751000";"CRS3035RES2000mN2882000E3750000";0;0;"92023";273;110;2;24;6;98;11;10138780,8;10675;15;95;34;38;23;15;0;0;5;3;6,5;24,5;27;35;62;50;40;20
"1823269";"92";"CRS3035RES200mN2882000E3751600";"CRS3035RES1000mN2882000E3751000";"CRS3035RES2000mN2882000E3750000";0;0;"92023";740,5;312;40;110;27;103;60;18490130,3;19101;301;11;8;6;2;296;0;161;44,5;20;51,5;73;71,5;172;174;77;46;9
"1823270";"92";"CRS3035RES200mN2882000E3751800";"CRS3035RES1000mN2882000E3751000";"CRS3035RES2000mN2882000E3750000";0;0;"92023";597;226;37;61;29;20;60;12414593,9;14345;226;0;0;101;0;125;0;185;33;16;54;82;35;142;111;73;35;16
"1823271";"92";"CRS3035RES200mN2882000E3752000";"CRS3035RES1000mN2882000E3752000";"CRS3035RES1000mN2882000E3752000";0;0;"92023";222;112;36;61;8;1;19;4062650,5;4744;112;0;0;1;0;111;0;64;8;6,5;14;23,5;27;67;43;16;11;6
"1823272";"92";"CRS3035RES200mN2882000E3752200";"CRS3035RES1000mN2882000E3752000";"CRS3035RES1000mN2882000E3752000";0;0;"9202392060";42;18;4;7;1;8;1;839394,8;1265;12;6;0;16;1;1;0;0;0;3;2;1;2;8;10;8;7;1
"1824128";"92";"CRS3035RES200mN2882200E3750600";"CRS3035RES1000mN2882000E3750000";"CRS3035RES2000mN2882000E3750000";1;1;"9204878640";5;1,8;0,1;0,3;0,2;1,2;0,3;164999,3;170;0,4;1,4;1;0,4;0,3;0,1;0;0,1;0,3;0,1;0,3;0,5;0,1;0,8;1;0,7;0,9;0,3
"1824129";"92";"CRS3035RES200mN2882200E3751000";"CRS3035RES1000mN2882000E3751000";"CRS3035RES2000mN2882000E3750000";0;0;"9202392048";2678;1162;277;457;126;2;226;47951458,6;67791;1162;0;0;1113;0;49;0;1160;124,5;75;198,5;249,5;157,5;480;509;363;369;146
