"";"dpt";"idcar_200m";"idcar_1km";"idcar_nat";"i_est_200";"i_est_1km";"lcog_geo";"ind";"men";"men_pauv";"men_1ind";"men_5ind";"men_prop";"men_fmp";"ind_snv";"men_surf";"men_coll";"men_mais";"log_av45";"log_45_70";"log_70_90";"log_ap90";"log_inc";"log_soc";"ind_0_3";"ind_4_5";"ind_6_10";"ind_11_17";"ind_18_24";"ind_25_39";"ind_40_54";"ind_55_64";"ind_65_79";"ind_80p"
"1796195";"94";"CRS3035RES200mN2875200E3769400";"CRS3035RES1000mN2875000E3769000";"CRS3035RES2000mN2874000E3768000";0;0;"94044";302;89;5;4;16;86;8;8204001,5;8915;0;89;0;0;42;47;0;0;19;13;31;33;21;55;59;39;27;4
"1796196";"94";"CRS3035RES200mN2875200E3769600";"CRS3035RES1000mN2875000E3769000";"CRS3035RES2000mN2874000E3768000";0;0;"94044";223;61;4;6;12;57;6;6002008,4;6270;0;61;0;0;4;57;0;0;12;4;13;39;27;26;66;22;12;2
"1796197";"94";"CRS3035RES200mN2875200E3770800";"CRS3035RES1000mN2875000E3770000";"CRS3035RES1000mN2875000E3770000";0;0;"94044";34;12;1;1;2;12;0;1085925,3;1554;0;12;0;0;12;0;0;0;0;0;2;1;5;2;6;12;5;1
"1796961";"94";"CRS3035RES200mN2875400E3768600";"CRS3035RES1000mN2875000E3768000";"CRS3035RES2000mN2874000E3768000";1;1;"94044";2;0,8;0,2;0,3;0,1;0,1;0,1;43203,1;55,7;0,6;0,2;0,1;0,4;0,1;0,2;0;0;0,1;0;0;0,3;0,2;0,4;0,6;0,3;0,1;0
"1796962";"94";"CRS3035RES200mN2875400E3769000";"CRS3035RES1000mN2875000E3769000";"CRS3035RES2000mN2874000E3768000";1;0;"94044";1;0,3;0,1;0;0,1;0,2;0;24197,5;26,7;0;0,3;0;0;0,1;0,1;0,1;0;0;0,1;0,1;0,1;0,1;0,2;0,2;0,1;0,1;0
"1796963";"94";"CRS3035RES200mN2875400E3769200";"CRS3035RES1000mN2875000E3769000";"CRS3035RES2000mN2874000E3768000";1;0;"94044";6;1,6;0,4;0,3;0,6;0,9;0,3;145185;160,2;0,1;1,5;0,1;0;0,6;0,7;0,2;0;0,1;0,3;0,7;0,7;0,8;1,3;1,1;0,3;0,5;0,2
"1796964";"94";"CRS3035RES200mN2875400E3769400";"CRS3035RES1000mN2875000E3769000";"CRS3035RES2000mN2874000E3768000";0;0;"94044";124;52;8;20;4;36;3;3237303,9;3903;35;17;0;0;16;36;0;0;13;1;6;10;10;40;15;13;16;0
"1796965";"94";"CRS3035RES200mN2875400E3769600";"CRS3035RES1000mN2875000E3769000";"CRS3035RES2000mN2874000E3768000";0;0;"94044";402;156;25;54;17;55;31;9034758;9391;130;26;0;0;0;156;0;69;35,5;13;41,5;44;28;112;89;25;12;2
"1796966";"94";"CRS3035RES200mN2875400E3770400";"CRS3035RES1000mN2875000E3770000";"CRS3035RES1000mN2875000E3770000";0;0;"94044";75,5;27;1;5;3;25;0;2418727;3457;0;27;0;1;26;0;0;0;3;2;7;7,5;3;13;15;13;11;1
"1796967";"94";"CRS3035RES200mN2875400E3770600";"CRS3035RES1000mN2875000E3770000";"CRS3035RES1000mN2875000E3770000";0;0;"94044";120,5;37;4;6;8;36;3;3214158,9;4654;0;37;0;0;37;0;0;0;7;1;13,5;12;12;19;24;13;18;1
