"";"dpt";"idcar_200m";"idcar_1km";"idcar_nat";"i_est_200";"i_est_1km";"lcog_geo";"ind";"men";"men_pauv";"men_1ind";"men_5ind";"men_prop";"men_fmp";"ind_snv";"men_surf";"men_coll";"men_mais";"log_av45";"log_45_70";"log_70_90";"log_ap90";"log_inc";"log_soc";"ind_0_3";"ind_4_5";"ind_6_10";"ind_11_17";"ind_18_24";"ind_25_39";"ind_40_54";"ind_55_64";"ind_65_79";"ind_80p"
"449704";"12";"CRS3035RES200mN2388400E3728000";"CRS3035RES1000mN2388000E3728000";"CRS3035RES1000mN2388000E3728000";1;0;"1220212174";9;4,7;0,1;1,2;0;4;0,6;231686,3;459,1;0,6;4,1;1,4;0,3;1,5;1,5;0;0;0,1;0,2;0,4;0,4;0,2;1;1;3,2;2,1;0,4
"449705";"12";"CRS3035RES200mN2388400E3728200";"CRS3035RES1000mN2388000E3728000";"CRS3035RES1000mN2388000E3728000";1;0;"122021214612174";3;1,6;0;0,4;0;1,3;0,2;77228,8;153;0,2;1,4;0,5;0,1;0,5;0,5;0;0;0,1;0,1;0,1;0,1;0,1;0,3;0,3;1,1;0,7;0,1
"449706";"12";"CRS3035RES200mN2388400E3728400";"CRS3035RES1000mN2388000E3728000";"CRS3035RES1000mN2388000E3728000";1;0;"1220212146";5;2,6;0,1;0,7;0;2,2;0,3;128714,6;255;0,3;2,3;0,8;0,2;0,8;0,8;0;0;0,1;0,1;0,2;0,2;0,1;0,6;0,6;1,8;1,1;0,2
"450162";"12";"CRS3035RES200mN2388600E3727800";"CRS3035RES1000mN2388000E3727000";"CRS3035RES1000mN2388000E3727000";1;0;"1220212174";8;4,1;0,4;1,6;0;3,5;0,4;180768;340,1;0,6;3,5;1,9;0,6;1;0,6;0;0;0,6;0,4;0;0,4;0,4;1,2;1,7;0,6;1,7;1
"450163";"12";"CRS3035RES200mN2388600E3728000";"CRS3035RES1000mN2388000E3728000";"CRS3035RES1000mN2388000E3728000";0;0;"12202";88;44;3;16;1;37;5;2367210;4661;15;29;0;6;31;7;0;0;3;3;2;4;5;14;13;14;18;12
"450164";"12";"CRS3035RES200mN2388600E3728200";"CRS3035RES1000mN2388000E3728000";"CRS3035RES1000mN2388000E3728000";0;0;"12202";212;114;11;57;4;70;12;4972298,8;8630;85;29;6;76;30;2;0;0;7;5;6,5;21,5;12;27;52;29;34;18
"450165";"12";"CRS3035RES200mN2388600E3728400";"CRS3035RES1000mN2388000E3728000";"CRS3035RES1000mN2388000E3728000";0;0;"12202";109,5;60;12;28;2;29;5;2822358,5;5781;41;19;12;41;6;1;0;20;1;2;3,5;7;9;10;17;33;14;13
"450166";"12";"CRS3035RES200mN2388600E3728600";"CRS3035RES1000mN2388000E3728000";"CRS3035RES1000mN2388000E3728000";0;0;"1220212146";85,5;43;5;18;3;29;8;1833015,8;3382;41;2;4;31;3;5;0;0;2;0;5;10,5;6;13;20;5;17;7
"450606";"12";"CRS3035RES200mN2388800E3727800";"CRS3035RES1000mN2388000E3727000";"CRS3035RES1000mN2388000E3727000";0;0;"1220212174";37;25;7;17;0;13;2;654305,3;1529;23;2;0;23;0;2;0;0;0;1;1;1;4;16;4;5;5;0
"450607";"12";"CRS3035RES200mN2388800E3728000";"CRS3035RES1000mN2388000E3728000";"CRS3035RES1000mN2388000E3728000";0;0;"12202";133,5;68;7;31;3;48;6;2910429,2;6215;22;46;3;24;34;7;0;0;3;1,5;5;17;5;11;25;22;20;24
"450608";"12";"CRS3035RES200mN2388800E3728200";"CRS3035RES1000mN2388000E3728000";"CRS3035RES1000mN2388000E3728000";0;0;"12202";508,5;259;60;136;18;124;41;9153963;17951;236;23;6;116;78;59;0;94;28;19;31;51,5;30;73;68;64;94;50
"450609";"12";"CRS3035RES200mN2388800E3728400";"CRS3035RES1000mN2388000E3728000";"CRS3035RES1000mN2388000E3728000";0;0;"12202";213,5;134;18;80;0;75;18;4677741,7;8964;106;28;32;67;24;11;0;0;4;3;4;20,5;18;43;56;24;25;16
"450610";"12";"CRS3035RES200mN2388800E3728600";"CRS3035RES1000mN2388000E3728000";"CRS3035RES1000mN2388000E3728000";0;0;"12202";267;160;15;91;1;62;20;6900701,8;11397;154;6;16;32;0;111;1;16;10,5;3;13,5;19;30;60;57;29;31;13
"450611";"12";"CRS3035RES200mN2388800E3728800";"CRS3035RES1000mN2388000E3728000";"CRS3035RES1000mN2388000E3728000";0;0;"1220212146";228,5;114;11;55;6;64;10;5831526,4;10187;94;20;27;59;7;21;0;0;13;4;8,5;21,5;12,5;40;55;29;21;23
"450612";"12";"CRS3035RES200mN2388800E3729000";"CRS3035RES1000mN2388000E3729000";"CRS3035RES1000mN2388000E3729000";0;0;"1220212146";225;127;13;70;3;91;13;5544163,6;10635;95;32;0;79;46;2;0;0;5;5;10;15;15;37;53;24;41;19
"451037";"12";"CRS3035RES200mN2389000E3727800";"CRS3035RES1000mN2389000E3727000";"CRS3035RES1000mN2389000E3727000";0;0;"1220212174";162;84;21;41;4;14;13;3115441,5;6308;69;15;0;0;83;1;0;69;10;2;11,5;14,5;7;32;29;26;27;3
"451038";"12";"CRS3035RES200mN2389000E3728000";"CRS3035RES1000mN2389000E3728000";"CRS3035RES1000mN2389000E3728000";0;0;"12202";151;80;9;37;3;28;7;3119417,9;6003;49;31;0;77;3;0;0;39;7;6;7;8;9;21;30;24;25;14
"451039";"12";"CRS3035RES200mN2389000E3728200";"CRS3035RES1000mN2389000E3728000";"CRS3035RES1000mN2389000E3728000";0;0;"12202";254,5;137;37;73;6;52;22;4532317,9;9562;113;24;8;95;31;3;0;47;15;6;25,5;13,5;13,5;52;41;23;50;15
"451040";"12";"CRS3035RES200mN2389000E3728400";"CRS3035RES1000mN2389000E3728000";"CRS3035RES1000mN2389000E3728000";0;0;"12202";209;117;19;58;2;70;19;4790876,1;9954;96;21;31;74;3;9;0;22;7;4;8,5;15,5;11;40;35;38;22;28
"451041";"12";"CRS3035RES200mN2389000E3728600";"CRS3035RES1000mN2389000E3728000";"CRS3035RES1000mN2389000E3728000";0;0;"12202";454;268;60;159;6;104;26;9931085,6;19914;249;19;139;50;51;28;0;7;10,5;1;12,5;38;57;72;99;40;68;56
"451042";"12";"CRS3035RES200mN2389000E3728800";"CRS3035RES1000mN2389000E3728000";"CRS3035RES1000mN2389000E3728000";0;0;"12202";488;307;73;193;3;126;28;10840802,3;21253;278;29;165;26;68;47;1;22;12,5;6;19,5;24;48;92;88;64;81;53
"451043";"12";"CRS3035RES200mN2389000E3729000";"CRS3035RES1000mN2389000E3729000";"CRS3035RES1000mN2389000E3729000";0;0;"12202";128;94;15;62;0;41;7;3377156,3;6809;90;4;13;26;16;39;0;0;0;1;0;1,5;6,5;15;18;18;41;27
"451044";"12";"CRS3035RES200mN2389000E3729200";"CRS3035RES1000mN2389000E3729000";"CRS3035RES1000mN2389000E3729000";0;0;"12202";111,5;65;4;37;1;38;4;2846329,3;5546;55;10;0;13;50;2;0;0;2;2;3;6,5;9;19;21;19;28;2
"451045";"12";"CRS3035RES200mN2389000E3729400";"CRS3035RES1000mN2389000E3729000";"CRS3035RES1000mN2389000E3729000";1;0;"1220212146";2;1;0,1;0,3;0;0,7;0,1;59970,7;104,6;0,4;0,6;0,2;0,5;0,1;0,2;0;0;0,1;0;0,1;0,1;0,1;0,2;0,2;0,4;0,5;0,3
"451046";"12";"CRS3035RES200mN2389000E3730400";"CRS3035RES1000mN2389000E3730000";"CRS3035RES2000mN2388000E3730000";1;0;"1220212146";2;0,9;0;0,2;0;0,7;0;57296,9;104,1;0,1;0,8;0,2;0,1;0,4;0,2;0;0;0,1;0;0,1;0,1;0,1;0,2;0,5;0,3;0,5;0,1
"451047";"12";"CRS3035RES200mN2389000E3731000";"CRS3035RES1000mN2389000E3731000";"CRS3035RES2000mN2388000E3730000";1;0;"1220212241";3;1,5;0;0,4;0;1,4;0;85641,5;178,3;0,3;1,2;0,3;0;0,9;0,3;0;0;0;0;0,2;0,1;0,1;0,3;0,5;0,8;1;0
"451492";"12";"CRS3035RES200mN2389200E3727600";"CRS3035RES1000mN2389000E3727000";"CRS3035RES1000mN2389000E3727000";0;0;"12202";169,5;68;21;26;7;12;15;3119517,9;5117;56;12;0;61;4;3;0;52;8;7;19,5;16;9;29;25;22;20;7
