"","NBPIECE","FINAN","REG","LIBREG","DEP","LIBDEP","EPCI","LIBEPCI","DROIT","DEPCOM","CODEPOSTAL","LIBCOM","NUMVOIE","INDREP","TYPVOIE","NOMVOIE","NUMAPPT","NUMBOITE","ESC","COULOIR","ETAGE","COMPLIDENT","ENTREE","BAT","IMMEU","COMPLGEO","LIEUDIT","QPV","TYPECONST","SURFHAB","CONSTRUCT","LOCAT","PATRIMOINE","ORIGINE","FINANAUTRE","CONV","NUMCONV","DATCONV","NEWLOGT","CUS","DPEDATE","DPEENERGIE","DPESERRE","SRU_EXPIR","SRU_ALINEA","CODSEGPATRIM","LIBSEGPATRIM","PMR","PLG_CODE_COMMUNE2021","PLG_VOIE","EPSG","X","Y","PLG_QP","PLG_IRIS2021","PLG_ZUS","PLG_ZFU","PLG_QVA","QUALITE_VOIE","QUALITE_NUMERO","QUALITE_XY","DISTANCE_PRECISION","QUALITE_QP","QUALITE_IRIS","QUALITE_ZUS","QUALITE_ZFU","QUALITE_QVA","MILLESIME","COMAQP","COMAZUS","COMRIL","EPCI_2021","UU2020","AAV2020","ZE2020","FINANcode","taille"
"9","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","28-80","","RUE","DE L'ETOILE","",NA,"",NA,9,"Bbt. T - Esc. 25","","019-T","019","019","",1,"C",28,1959,1959,1959,1,52,1,"93/1985/79/444/022","06/06/1985",NA,13,"03/2018","C","D","2021","2","S1","Noisy, Bobigny, Romainville",2,93008,"RUE DE L ETOILE",2154,658037.19,6868119.01,"QP093011","0103","1136010","1136ZZF","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"26","1",12,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","181","","AVENUE","JEAN JAURHS","0010",NA,"2A",NA,1,"","","","","","LOGEMENT : 10",1,"C",32,1994,1994,1994,1,12,1,"93/1992/85.1231/022","11/09/1992",NA,NA,"01/2014","C","D","","","01-0324","BOBIGNY Jean Jaures",1,93008,"AV JEAN JAURES",2154,658790,6867764.8,"QP093011","0115","HZ","HZ","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"très pauvres","petit"
"35","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","28-80","","RUE","DE L'ETOILE","",NA,"",NA,8,"Bbt. T - Esc. 25","","019-T","019","019","",1,"C",28,1959,1959,1959,1,52,1,"93/1985/79/444/022","06/06/1985",NA,13,"03/2018","C","D","2021","2","S1","Noisy, Bobigny, Romainville",2,93008,"RUE DE L ETOILE",2154,658037.19,6868119.01,"QP093011","0103","1136010","1136ZZF","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"64","1",13,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","7","","","rue Claude Livi-Strauss","203",NA,"",NA,0,"BBT N4 - Entrie ALogement : 203 Etage: RDC7-15 rue","01","BBTIMENT N4","RESIDENCE HENRI WALLON","RESIDENCE HENRI WALLON","",2,"C",27,2010,2011,2010,4,13,1,"9320112022844002","04/03/2011",NA,NA,"02/2011","A","A","2060","1","0021","RESIDENCE HENRI WALLON",1,93008,"SEN CLAUDE LEVI STRAUSS",2154,659272.2,6867095.5,"HZ","0119","HZ","HZ","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"72","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","28-80","","RUE","DE L'ETOILE","",NA,"",NA,10,"Bbt. T - Esc. 25","","019-T","019","019","",1,"C",28,1959,1959,1959,1,52,1,"93/1985/79/444/022","06/06/1985",NA,13,"03/2018","C","D","2021","2","S1","Noisy, Bobigny, Romainville",2,93008,"RUE DE L ETOILE",2154,658037.19,6868119.01,"QP093011","0103","1136010","1136ZZF","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"84","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","203","","AVENUE","JEAN JAURES","",NA,"",NA,8,"BAT. 1 - ESC.1","","494-1","494","494","",1,"C",40,1975,1975,1975,2,52,1,"93/1993/AC/108","25/11/2004",NA,13,"06/2016","C","E","","","S1","Noisy, Bobigny, Romainville",2,93008,"AV JEAN JAURES",2154,658749.2,6867912.7,"QP093011","0115","HZ","HZ","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"89","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","23","","AVENUE","PAUL ELUARD","1057",NA,"04",NA,9,"","","","","","BATIMENT A1 APPT 57",1,"C",31,1970,1970,1970,1,52,1,"93/1993/AC/060","02/12/1993",NA,NA,"01/2020","C","D","","","01-0159","BOBIGNY Paul Eluard",1,93008,"AV PAUL ELUARD",2154,659242.9,6867784.5,"QP093011","0114","1126010","HZ","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"100","1",13,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","2","","Rue","DIDEROT","03",NA,"",NA,1,"BATIMENT 01Logement : 03 Etage : 12, Rue DIDEROT","01","BATIMENT 01","Pont de Pierre","Pont de Pierre","",1,"C",19,1957,2010,2010,3,13,1,"9320122002844180","17/12/2012",NA,NA,"01/1900","","","2062","1","01","SECTEUR ZUS",1,93008,"RUE DIDEROT",2154,657046.06,6868430.57,"QP093010","0120","HZ","1136ZZF","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"102","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","28-80","","RUE","DE L'ETOILE","",NA,"",NA,8,"Bbt. T - Esc. 25","","019-T","019","019","",1,"C",33,1959,1959,1959,1,52,1,"93/1985/79/444/022","06/06/1985",NA,13,"03/2018","C","D","2021","2","S1","Noisy, Bobigny, Romainville",2,93008,"RUE DE L ETOILE",2154,658037.19,6868119.01,"QP093011","0103","1136010","1136ZZF","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"103","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","23","","AVENUE","PAUL ELUARD","1081",NA,"04",NA,13,"","","","","","BATIMENT A1 APPT 81",1,"C",31,1970,1970,1970,1,52,1,"93/1993/AC/060","02/12/1993",NA,NA,"01/2017","C","D","","","01-0159","BOBIGNY Paul Eluard",1,93008,"AV PAUL ELUARD",2154,659242.9,6867784.5,"QP093011","0114","1126010","HZ","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"108","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","23","","AVENUE","PAUL ELUARD","1084",NA,"04",NA,14,"","","","","","BATIMENT A1 APPT 84",1,"C",36,1970,1970,1970,1,52,1,"93/1993/AC/060","02/12/1993",NA,NA,"01/2012","C","D","","","01-0159","BOBIGNY Paul Eluard",1,93008,"AV PAUL ELUARD",2154,659242.9,6867784.5,"QP093011","0114","1126010","HZ","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"115","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","28-80","","RUE","DE L'ETOILE","",NA,"",NA,10,"Bbt. T - Esc. 25","","019-T","019","019","",1,"C",33,1959,1959,1959,1,52,1,"93/1985/79/444/022","06/06/1985",NA,13,"03/2018","C","D","2021","2","S1","Noisy, Bobigny, Romainville",2,93008,"RUE DE L ETOILE",2154,658037.19,6868119.01,"QP093011","0103","1136010","1136ZZF","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"120","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","","","CITE","HENRI BARBUSSE","",NA,"",NA,0,"Logement : 4 Etage : 0","01","BATIMENT F1","CITE HENRI BARBUSSE","F1 CITE HENRI BARBUSSE","",1,"C",22,1967,1967,1967,1,52,1,"931987851231095","05/07/1999",NA,NA,"05/2009","A","A","2018","1","0004","CITE HENRI BARBUSSE",1,93008,"CITE HENRI BARBUSSE",2154,658450,6868050,"QP093011","0115","HZ","HZ","CSZ","1",2,12,212.132034355964,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"124","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","34","","RUE","HECTOR BERLIOZ","135",NA,"",NA,13,"BATIMENT 34Logement : 135 Etage : 13","01","BATIMENT 34","CITE HECTOR BERLIOZ","CITE HECTOR BERLIOZ","",1,"C",30,1976,1976,1976,1,52,1,"931993AC107","15/07/2002",NA,NA,"","","","2015","1","0011","CITE HECTOR BERLIOZ",1,93008,"RUE HECTOR BERLIOZ",2154,659913.38,6867339.75,"QP093011","0112","HZ","HZ","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"129","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","28-80","","RUE","DE L'ETOILE","",NA,"",NA,8,"Bbt. T - Esc. 25","","019-T","019","019","",1,"C",28,1959,1959,1959,1,52,1,"93/1985/79/444/022","06/06/1985",NA,13,"03/2018","C","D","2021","2","S1","Noisy, Bobigny, Romainville",2,93008,"RUE DE L ETOILE",2154,658037.19,6868119.01,"QP093011","0103","1136010","1136ZZF","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"132","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","28-80","","RUE","DE L'ETOILE","",NA,"",NA,9,"Bbt. T - Esc. 25","","019-T","019","019","",1,"C",28,1959,1959,1959,1,52,1,"93/1985/79/444/022","06/06/1985",NA,13,"03/2018","C","D","2021","2","S1","Noisy, Bobigny, Romainville",2,93008,"RUE DE L ETOILE",2154,658037.19,6868119.01,"QP093011","0103","1136010","1136ZZF","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"140","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","28-80","","RUE","DE L'ETOILE","",NA,"",NA,6,"Bbt. T - Esc. 25","","019-T","019","019","",1,"C",28,1959,1959,1959,1,52,1,"93/1985/79/444/022","06/06/1985",NA,13,"03/2018","C","D","2021","2","S1","Noisy, Bobigny, Romainville",2,93008,"RUE DE L ETOILE",2154,658037.19,6868119.01,"QP093011","0103","1136010","1136ZZF","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"151","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","13","","RUE","CARNOT","91",NA,"",NA,9,"BATIMENT 13Logement : 91 Etage : 9","01","BATIMENT 13","CITE PABLO PICASSO","CITE PABLO PICASSO","",1,"C",42,1983,1983,1983,1,52,1,"93198279444015B","10/11/1982",NA,NA,"","","","2016","1","0012","CITE PABLO PICASSO",1,93008,"RUE CARNOT",2154,659840.4,6867544.2,"QP093011","0111","HZ","HZ","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"154","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","23","","AVENUE","PAUL ELUARD","1078",NA,"04",NA,13,"","","","","","BATIMENT A1 APPT 78",1,"C",36,1970,1970,1970,1,52,1,"93/1993/AC/060","02/12/1993",NA,NA,"11/2008","C","D","","","01-0159","BOBIGNY Paul Eluard",1,93008,"AV PAUL ELUARD",2154,659242.9,6867784.5,"QP093011","0114","1126010","HZ","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"165","1",13,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","2","","Rue","DIDEROT","04",NA,"",NA,10,"BATIMENT 01Logement : 04 Etage : 102, Rue DIDEROT","01","BATIMENT 01","Pont de Pierre","Pont de Pierre","",1,"C",19,1957,2010,2010,3,13,1,"9320122002844180","17/12/2012",NA,NA,"","","","2062","1","01","SECTEUR ZUS",1,93008,"RUE DIDEROT",2154,657046.06,6868430.57,"QP093010","0120","HZ","1136ZZF","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"166","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","25","","RUE","DU CHEMIN VERT","0159",NA,"",NA,0,"","","","","","",1,"C",35,1973,1974,1973,1,52,1,"93/1992/AC/095","30/04/1993",NA,NA,"01/1900","","","","","","",2,93008,"RUE DU CHEMIN VERT",2154,659476.37,6867283.05,"QP093011","0112","HZ","HZ","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"169","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","23","","AVENUE","PAUL ELUARD","1075",NA,"04",NA,12,"","","","","","BATIMENT A1 APPT 75",1,"C",31,1970,1970,1970,1,52,1,"93/1993/AC/060","02/12/1993",NA,NA,"11/2008","C","D","","","01-0159","BOBIGNY Paul Eluard",1,93008,"AV PAUL ELUARD",2154,659242.9,6867784.5,"QP093011","0114","1126010","HZ","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"182","1",12,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","28-80","","RUE","DE L'ETOILE","",NA,"",NA,4,"Bbt. A1 - Esc. 28 bis","","019-A1","019","019","",1,"C",30,1990,1990,1990,1,12,1,"93/1998/8585/1231/030","20/05/1988",NA,13,"09/2009","D","D","2022","2","S1","Noisy, Bobigny, Romainville",2,93008,"RUE DE L ETOILE",2154,658037.19,6868119.01,"QP093011","0103","1136010","1136ZZF","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"très pauvres","petit"
"198","1",13,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","11","","","Rue Jacques Anquetil","104",NA,"",NA,1,"Bbtiment N1 - Entrie BLogement: 14 Etage: 111-15 R","02","BBTIMENT N1","RESIDENCE HENRI WALLON","RESIDENCE HENRI WALLON","",2,"C",27,2010,2011,2010,4,13,1,"9320112002844001","04/03/2011",NA,NA,"02/2011","A","A","2061","1","0021","RESIDENCE HENRI WALLON",1,93008,"RUE JACQUES ANQUETIL",2154,659269.77,6867176,"HZ","0119","HZ","HZ","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"201","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","24","","RUE","HECTOR BERLIOZ","16",NA,"",NA,1,"BATIMENT 24Logement : 16 Etage : 1","01","BATIMENT 24","CITE HECTOR BERLIOZ","CITE HECTOR BERLIOZ","",1,"C",30,1977,1977,1977,1,52,1,"931993AC107","15/07/2002",NA,NA,"","","","2015","1","0011","CITE HECTOR BERLIOZ",1,93008,"RUE HECTOR BERLIOZ",2154,659994,6867314.9,"QP093011","0112","HZ","HZ","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"202","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","13","","RUE","CARNOT","81",NA,"",NA,8,"BATIMENT 13Logement : 81 Etage : 8","01","BATIMENT 13","CITE PABLO PICASSO","CITE PABLO PICASSO","",1,"C",39,1983,1983,1983,1,52,1,"93198279444015B","10/11/1982",NA,NA,"01/1900","","","2016","1","0012","CITE PABLO PICASSO",1,93008,"RUE CARNOT",2154,659840.4,6867544.2,"QP093011","0111","HZ","HZ","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"211","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93008,93000,"Bobigny","18","","RUE","OUM KALSOUM","",NA,"",NA,2,"Logement : 15 Etage : 2","01","BATIMENT 10","CITE KARL MARX","CITE KARL MARX","",1,"C",31,1970,1970,1970,1,52,1,"931993851231082","02/02/1994",NA,NA,"05/2009","A","A","2009","1","0007","CITE KARL MARX",1,93008,"RUE OUM KALSOUM",2154,658981.74,6867442.8,"QP093011","0118","1126010","HZ","CSZ","1",1,11,NA,1,1,1,1,NA,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
